timestamp,crop_type,growth_stage,soil_moisture,air_humidity,temperature,irrigated
2026-07-06 19:00:00,chili,vegetative,255.0,72.3,29.1,0
2026-07-06 19:00:00,tomato,vegetative,53.4,68.3,30.5,0
2026-07-06 20:00:00,okra,flowering,54.9,87.7,27.4,0
2026-07-06 20:00:00,tomato,fruiting,53.5,79.8,28.5,0
2026-07-06 20:00:00,chili,seedling,56.4,88.4,25.4,0
2026-07-06 21:00:00,okra,flowering,53.6,79.7,26.1,0
2026-07-06 21:00:00,tomato,seedling,49.7,77.0,26.3,0
2026-07-06 21:00:00,chili,seedling,55.4,88.1,26.9,0
2026-07-06 22:00:00,chili,fruiting,57.0,99.0,21.6,0
2026-07-06 22:00:00,okra,fruiting,52.4,91.6,25.8,0
2026-07-06 22:00:00,tomato,seedling,58.9,97.8,22.9,1
2026-07-06 23:00:00,okra,vegetative,52.8,99.0,22.3,0
2026-07-06 23:00:00,tomato,flowering,56.6,95.2,23.0,0
2026-07-06 23:00:00,chili,fruiting,52.7,97.7,22.0,0
2026-07-07 00:00:00,tomato,vegetative,56.5,97.6,21.1,0
2026-07-07 00:00:00,okra,vegetative,49.2,99.0,20.6,0
2026-07-07 00:00:00,chili,seedling,52.2,85.0,23.1,0
2026-07-07 01:00:00,okra,seedling,46.7,99.0,21.2,0
2026-07-07 01:00:00,tomato,seedling,49.3,99.0,22.7,0
2026-07-07 01:00:00,chili,fruiting,50.5,99.0,19.0,0
2026-07-07 02:00:00,okra,vegetative,60.7,93.6,21.7,1
2026-07-07 02:00:00,chili,flowering,51.0,99.0,18.4,0
2026-07-07 02:00:00,tomato,flowering,55.1,99.0,19.8,1
2026-07-07 03:00:00,tomato,seedling,55.2,99.0,18.2,0
2026-07-07 03:00:00,okra,seedling,57.1,99.0,19.8,0
2026-07-07 03:00:00,chili,flowering,49.3,99.0,19.2,0
2026-07-07 04:00:00,okra,vegetative,54.2,96.5,19.8,0
2026-07-07 04:00:00,chili,vegetative,49.4,99.0,19.7,0
2026-07-07 04:00:00,tomato,seedling,54.5,99.0,19.8,0
2026-07-07 05:00:00,chili,fruiting,43.8,98.5,21.7,0
2026-07-07 05:00:00,okra,seedling,52.0,99.0,20.5,0
2026-07-07 05:00:00,tomato,fruiting,50.1,99.0,18.7,0
2026-07-07 06:00:00,chili,flowering,50.8,99.0,21.6,1
2026-07-07 06:00:00,tomato,vegetative,53.5,99.0,21.5,0
2026-07-07 06:00:00,okra,fruiting,52.5,90.2,23.5,0
2026-07-07 07:00:00,chili,vegetative,49.6,89.5,23.3,0
2026-07-07 07:00:00,tomato,seedling,67.3,98.0,22.0,1
2026-07-07 07:00:00,okra,seedling,52.2,90.9,24.9,0
2026-07-07 08:00:00,tomato,vegetative,61.9,85.2,24.4,0
2026-07-07 08:00:00,okra,vegetative,52.1,84.1,25.9,0
2026-07-07 08:00:00,chili,seedling,44.4,91.4,24.6,0
2026-07-07 09:00:00,tomato,fruiting,56.4,93.2,24.1,0
2026-07-07 09:00:00,chili,vegetative,45.7,80.1,26.4,0
2026-07-07 09:00:00,okra,fruiting,47.2,75.7,26.2,0
2026-07-07 10:00:00,okra,flowering,49.2,80.8,25.3,0
2026-07-07 10:00:00,chili,vegetative,40.8,81.3,26.3,0
2026-07-07 10:00:00,tomato,fruiting,48.8,78.9,28.5,0
2026-07-07 11:00:00,chili,seedling,41.2,79.2,28.4,0
2026-07-07 11:00:00,okra,fruiting,47.1,75.7,30.7,0
2026-07-07 11:00:00,tomato,seedling,49.7,86.7,29.4,0
2026-07-07 12:00:00,tomato,fruiting,49.5,77.0,30.0,0
2026-07-07 12:00:00,chili,seedling,42.1,66.3,29.6,0
2026-07-07 12:00:00,okra,flowering,46.3,66.5,30.7,0
2026-07-07 13:00:00,tomato,fruiting,58.0,68.6,30.7,1
2026-07-07 13:00:00,chili,flowering,41.4,76.0,29.7,0
2026-07-07 13:00:00,okra,vegetative,47.2,66.2,32.6,0
2026-07-07 14:00:00,tomato,seedling,55.6,70.7,31.3,0
2026-07-07 14:00:00,okra,seedling,47.0,79.4,28.4,0
2026-07-07 14:00:00,chili,vegetative,46.1,74.9,29.7,0
2026-07-07 15:00:00,chili,flowering,45.3,76.6,29.2,0
2026-07-07 15:00:00,okra,fruiting,47.5,61.6,31.9,0
2026-07-07 15:00:00,tomato,seedling,48.8,66.1,31.0,0
2026-07-07 16:00:00,okra,seedling,57.5,68.0,31.9,1
2026-07-07 16:00:00,chili,fruiting,43.0,71.8,32.1,0
2026-07-07 16:00:00,tomato,fruiting,55.7,69.9,30.7,1
2026-07-07 17:00:00,okra,flowering,59.6,76.6,29.1,0
2026-07-07 17:00:00,chili,fruiting,55.1,66.5,32.0,1
2026-07-07 17:00:00,tomato,seedling,54.4,60.8,32.5,0
2026-07-07 18:00:00,tomato,vegetative,54.6,76.3,30.0,0
2026-07-07 18:00:00,chili,seedling,52.4,77.2,29.6,0
2026-07-07 18:00:00,okra,flowering,57.4,74.7,29.2,0
2026-07-07 19:00:00,tomato,seedling,50.8,75.0,29.0,0
2026-07-07 19:00:00,chili,seedling,47.7,88.0,28.2,0
2026-07-07 19:00:00,okra,seedling,53.3,89.3,27.4,0
2026-07-07 20:00:00,chili,seedling,46.8,81.1,26.4,0
2026-07-07 20:00:00,okra,vegetative,52.1,77.1,27.1,0
2026-07-07 20:00:00,tomato,flowering,45.7,76.1,28.4,0
2026-07-07 21:00:00,chili,flowering,45.4,84.0,26.0,0
2026-07-07 21:00:00,tomato,vegetative,47.3,85.7,23.3,0
2026-07-07 21:00:00,okra,fruiting,54.3,91.3,25.0,0
2026-07-07 22:00:00,okra,fruiting,48.7,91.8,25.7,0
2026-07-07 22:00:00,chili,vegetative,42.9,79.5,25.5,0
2026-07-07 22:00:00,tomato,vegetative,49.7,92.5,24.8,0
2026-07-07 23:00:00,tomato,vegetative,49.7,96.5,23.1,0
2026-07-07 23:00:00,chili,fruiting,41.9,99.0,22.5,0
2026-07-07 23:00:00,okra,seedling,47.1,93.3,23.9,0
2026-07-08 00:00:00,okra,seedling,41.8,99.0,21.9,0
2026-07-08 00:00:00,chili,fruiting,37.5,91.4,22.6,0
2026-07-08 00:00:00,tomato,seedling,49.2,99.0,21.9,0
2026-07-08 01:00:00,chili,fruiting,35.0,93.5,21.9,0
2026-07-08 01:00:00,okra,fruiting,41.5,,21.7,0
2026-07-08 01:00:00,tomato,seedling,60.8,99.0,22.0,1
2026-07-08 02:00:00,chili,vegetative,48.4,99.0,19.5,1
2026-07-08 02:00:00,tomato,fruiting,59.9,99.0,21.3,0
2026-07-08 02:00:00,okra,flowering,54.3,99.0,19.6,1
2026-07-08 03:00:00,chili,flowering,44.6,96.9,20.1,0
2026-07-08 03:00:00,okra,flowering,57.5,99.0,21.0,0
2026-07-08 03:00:00,tomato,fruiting,56.5,99.0,20.0,0
2026-07-08 04:00:00,tomato,seedling,60.4,99.0,22.3,0
2026-07-08 04:00:00,okra,flowering,57.8,99.0,19.9,0
2026-07-08 04:00:00,chili,vegetative,41.9,99.0,18.9,0
2026-07-08 05:00:00,okra,vegetative,58.0,99.0,20.2,0
2026-07-08 05:00:00,chili,seedling,42.8,99.0,19.7,0
2026-07-08 05:00:00,tomato,vegetative,60.8,99.0,21.3,0
2026-07-08 06:00:00,tomato,vegetative,61.4,97.1,22.5,0
2026-07-08 06:00:00,chili,fruiting,61.0,99.0,20.2,1
2026-07-08 06:00:00,okra,flowering,60.5,99.0,21.0,0
2026-07-08 07:00:00,tomato,seedling,58.8,99.0,21.5,0
2026-07-08 07:00:00,chili,vegetative,60.4,99.0,21.7,0
2026-07-08 07:00:00,okra,seedling,59.6,93.7,23.0,0
2026-07-08 08:00:00,tomato,fruiting,61.0,95.5,24.8,0
2026-07-08 08:00:00,chili,flowering,59.4,93.5,21.5,0
2026-07-08 08:00:00,okra,vegetative,57.2,83.8,26.2,0
2026-07-08 09:00:00,chili,vegetative,61.0,92.2,24.1,0
2026-07-08 09:00:00,okra,flowering,58.8,85.4,26.8,0
2026-07-08 09:00:00,tomato,seedling,57.1,83.9,26.5,0
2026-07-08 10:00:00,okra,fruiting,59.0,81.4,26.8,0
2026-07-08 10:00:00,tomato,vegetative,55.8,89.6,27.5,0
2026-07-08 10:00:00,chili,flowering,55.6,81.7,27.5,0
2026-07-08 11:00:00,tomato,seedling,255.0,74.8,29.1,0
2026-07-08 11:00:00,okra,vegetative,55.4,79.6,28.0,0
2026-07-08 11:00:00,chili,flowering,53.6,76.4,28.6,0
2026-07-08 12:00:00,tomato,vegetative,53.6,68.7,29.3,0
2026-07-08 12:00:00,chili,vegetative,51.3,74.6,30.2,0
2026-07-08 12:00:00,okra,seedling,49.4,64.4,30.6,0
2026-07-08 13:00:00,okra,vegetative,47.1,71.4,30.6,0
2026-07-08 13:00:00,tomato,flowering,66.7,74.8,31.0,1
2026-07-08 13:00:00,chili,vegetative,50.3,78.7,28.9,0
2026-07-08 14:00:00,okra,vegetative,54.5,68.6,32.7,1
2026-07-08 14:00:00,tomato,fruiting,65.6,65.2,30.8,0
2026-07-08 14:00:00,chili,flowering,49.2,54.4,32.9,0
2026-07-08 15:00:00,okra,seedling,55.0,70.8,30.8,0
2026-07-08 15:00:00,chili,vegetative,48.0,64.1,32.2,0
2026-07-08 15:00:00,tomato,flowering,67.6,62.4,33.3,0
2026-07-08 16:00:00,chili,vegetative,49.1,64.6,32.4,0
2026-07-08 16:00:00,okra,flowering,58.4,52.4,34.1,0
2026-07-08 16:00:00,tomato,vegetative,65.6,65.8,32.1,0
2026-07-08 17:00:00,chili,fruiting,51.0,62.7,32.0,0
2026-07-08 17:00:00,okra,seedling,59.6,60.9,32.4,0
2026-07-08 17:00:00,tomato,flowering,63.1,73.2,30.4,0
2026-07-08 18:00:00,okra,vegetative,58.2,71.4,30.9,0
2026-07-08 18:00:00,tomato,flowering,62.6,65.6,30.6,0
2026-07-08 18:00:00,chili,flowering,51.9,62.3,32.1,0
2026-07-08 19:00:00,okra,vegetative,56.5,75.0,30.3,0
2026-07-08 19:00:00,tomato,seedling,58.4,74.3,26.5,0
2026-07-08 19:00:00,chili,fruiting,50.9,82.1,27.7,0
2026-07-08 20:00:00,okra,seedling,53.7,81.3,26.3,0
2026-07-08 20:00:00,tomato,flowering,57.3,86.8,27.4,0
2026-07-08 20:00:00,chili,fruiting,49.9,78.3,27.8,0
2026-07-08 21:00:00,okra,flowering,54.9,92.7,25.8,0
2026-07-08 21:00:00,tomato,fruiting,60.0,87.2,24.6,0
2026-07-08 21:00:00,chili,vegetative,47.2,89.4,26.0,0
2026-07-08 22:00:00,tomato,vegetative,56.6,98.0,24.1,0
2026-07-08 22:00:00,chili,seedling,42.8,97.2,22.0,0
2026-07-08 22:00:00,okra,fruiting,54.3,99.0,23.5,0
2026-07-08 23:00:00,chili,seedling,43.2,97.5,22.2,0
2026-07-08 23:00:00,tomato,seedling,60.2,99.0,23.0,0
2026-07-08 23:00:00,okra,seedling,52.3,89.9,21.9,0
2026-07-09 00:00:00,okra,flowering,49.1,100.0,25.4,0
2026-07-09 00:00:00,chili,seedling,43.7,92.6,22.3,0
2026-07-09 00:00:00,tomato,vegetative,59.3,99.0,22.2,0
2026-07-09 01:00:00,tomato,vegetative,60.5,99.0,20.4,0
2026-07-09 01:00:00,chili,fruiting,43.5,99.0,19.1,0
2026-07-09 01:00:00,okra,seedling,51.7,99.0,20.9,0
2026-07-09 02:00:00,tomato,vegetative,59.4,99.0,20.5,0
2026-07-09 02:00:00,okra,seedling,48.8,96.8,18.9,0
2026-07-09 02:00:00,chili,flowering,45.8,99.0,21.4,0
2026-07-09 03:00:00,tomato,flowering,53.3,95.7,20.8,0
2026-07-09 03:00:00,okra,fruiting,44.3,99.0,19.4,0
2026-07-09 03:00:00,chili,seedling,46.3,99.0,19.6,0
2026-07-09 04:00:00,chili,fruiting,43.7,98.6,19.5,0
2026-07-09 04:00:00,okra,fruiting,62.7,99.0,21.3,1
2026-07-09 04:00:00,tomato,fruiting,52.0,98.6,20.3,0
2026-07-09 05:00:00,tomato,seedling,49.8,99.0,20.1,0
2026-07-09 05:00:00,okra,seedling,62.7,98.1,21.0,0
2026-07-09 05:00:00,chili,vegetative,44.3,99.0,23.0,0
2026-07-09 06:00:00,tomato,seedling,57.2,95.4,22.6,1
2026-07-09 06:00:00,chili,vegetative,44.9,90.3,23.5,0
2026-07-09 06:00:00,okra,flowering,59.5,95.7,22.3,0
2026-07-09 07:00:00,okra,fruiting,55.3,90.9,24.2,0
2026-07-09 07:00:00,chili,vegetative,44.4,98.8,21.7,0
2026-07-09 07:00:00,tomato,vegetative,55.4,94.2,22.9,0
2026-07-09 08:00:00,chili,flowering,44.6,82.1,25.7,0
2026-07-09 08:00:00,okra,vegetative,56.1,84.6,23.8,0
2026-07-09 08:00:00,tomato,vegetative,56.6,87.8,23.1,0
2026-07-09 09:00:00,chili,seedling,54.5,79.3,25.3,1
2026-07-09 09:00:00,tomato,seedling,58.5,74.0,25.5,0
2026-07-09 09:00:00,okra,vegetative,53.9,90.6,26.0,0
2026-07-09 10:00:00,tomato,vegetative,55.2,80.3,26.9,0
2026-07-09 10:00:00,okra,flowering,49.7,76.0,28.2,0
2026-07-09 10:00:00,chili,flowering,50.6,87.7,26.9,0
2026-07-09 11:00:00,okra,fruiting,53.5,84.4,29.4,1
2026-07-09 11:00:00,chili,seedling,50.9,80.3,27.6,0
2026-07-09 11:00:00,tomato,seedling,56.6,74.1,28.2,0
2026-07-09 12:00:00,okra,seedling,49.8,65.4,31.3,0
2026-07-09 12:00:00,chili,fruiting,48.5,66.8,30.8,0
2026-07-09 12:00:00,tomato,seedling,-1.0,71.4,30.7,0
2026-07-09 13:00:00,okra,flowering,47.0,76.3,30.4,0
2026-07-09 13:00:00,tomato,seedling,48.8,60.9,33.7,0
2026-07-09 13:00:00,chili,seedling,40.1,49.9,32.6,0
2026-07-09 14:00:00,okra,fruiting,46.5,70.9,30.2,0
2026-07-09 14:00:00,chili,flowering,41.4,61.4,31.4,0
2026-07-09 14:00:00,tomato,seedling,47.8,67.7,30.5,0
2026-07-09 15:00:00,okra,fruiting,48.2,59.4,33.3,0
2026-07-09 15:00:00,tomato,vegetative,60.4,69.2,33.2,1
2026-07-09 15:00:00,chili,flowering,35.4,62.7,33.4,0
2026-07-09 16:00:00,chili,flowering,45.0,75.6,30.6,1
2026-07-09 16:00:00,tomato,seedling,62.6,72.8,29.5,0
2026-07-09 16:00:00,okra,vegetative,53.7,60.5,33.5,1
2026-07-09 17:00:00,okra,seedling,52.6,69.8,30.8,0
2026-07-09 17:00:00,tomato,fruiting,59.9,79.4,31.0,0
2026-07-09 17:00:00,chili,vegetative,55.4,58.0,32.7,1
2026-07-09 18:00:00,chili,seedling,51.3,70.7,29.4,0
2026-07-09 18:00:00,tomato,seedling,59.8,73.5,30.0,0
2026-07-09 18:00:00,okra,seedling,55.4,74.4,30.7,0
2026-07-09 19:00:00,tomato,fruiting,61.5,71.6,31.0,0
2026-07-09 19:00:00,chili,vegetative,47.0,,26.4,0
2026-07-09 19:00:00,okra,seedling,56.1,64.5,28.6,0
2026-07-09 20:00:00,okra,fruiting,52.3,79.0,28.2,0
2026-07-09 20:00:00,tomato,seedling,57.4,85.4,27.4,0
2026-07-09 20:00:00,chili,fruiting,43.9,79.3,26.5,0
2026-07-09 21:00:00,okra,fruiting,47.9,86.6,26.0,0
2026-07-09 21:00:00,tomato,fruiting,58.4,89.2,26.6,0
2026-07-09 21:00:00,chili,fruiting,43.3,88.1,23.9,0
2026-07-09 22:00:00,tomato,fruiting,56.3,73.8,24.9,0
2026-07-09 22:00:00,okra,flowering,46.8,99.0,22.5,0
2026-07-09 22:00:00,chili,seedling,39.6,80.4,25.5,0
2026-07-09 23:00:00,chili,seedling,38.8,95.0,22.2,0
2026-07-09 23:00:00,okra,flowering,45.5,90.0,24.2,0
2026-07-09 23:00:00,tomato,flowering,50.8,,23.5,0
2026-07-10 00:00:00,tomato,flowering,65.4,90.4,23.4,1
2026-07-10 00:00:00,okra,vegetative,42.9,98.9,21.9,0
2026-07-10 00:00:00,chili,flowering,50.2,97.2,22.3,1
2026-07-10 01:00:00,okra,flowering,56.6,91.9,23.6,1
2026-07-10 01:00:00,chili,vegetative,48.4,99.0,20.4,0
2026-07-10 01:00:00,tomato,fruiting,68.2,95.1,21.0,0
2026-07-10 02:00:00,okra,fruiting,56.1,99.0,18.6,0
2026-07-10 02:00:00,tomato,vegetative,66.9,99.0,18.6,0
2026-07-10 02:00:00,chili,vegetative,43.8,90.1,21.1,0
2026-07-10 03:00:00,chili,seedling,43.8,99.0,20.2,0
2026-07-10 03:00:00,okra,seedling,55.4,99.0,21.7,0
2026-07-10 03:00:00,tomato,vegetative,65.8,99.0,19.7,0
2026-07-10 04:00:00,tomato,vegetative,66.1,99.0,19.0,0
2026-07-10 04:00:00,chili,fruiting,42.0,99.0,19.3,0
2026-07-10 04:00:00,okra,flowering,54.1,91.4,23.1,0
2026-07-10 05:00:00,tomato,flowering,61.4,99.0,21.3,0
2026-07-10 05:00:00,chili,vegetative,38.8,99.0,19.2,0
2026-07-10 05:00:00,okra,seedling,58.7,96.0,21.8,0
2026-07-10 06:00:00,okra,flowering,59.2,82.9,24.1,0
2026-07-10 06:00:00,tomato,fruiting,60.8,97.0,22.6,0
2026-07-10 06:00:00,chili,flowering,56.1,94.7,22.9,1
2026-07-10 07:00:00,chili,flowering,53.5,83.8,25.7,0
2026-07-10 07:00:00,tomato,vegetative,60.4,92.7,22.6,0
2026-07-10 07:00:00,okra,vegetative,53.1,88.8,24.3,0
2026-07-10 08:00:00,okra,flowering,57.8,88.8,24.0,0
2026-07-10 08:00:00,chili,seedling,53.4,81.7,24.7,0
2026-07-10 08:00:00,tomato,fruiting,62.9,89.8,26.6,0
2026-07-10 09:00:00,chili,seedling,49.4,83.8,27.4,0
2026-07-10 09:00:00,okra,vegetative,55.2,92.6,25.2,0
2026-07-10 09:00:00,tomato,flowering,63.6,85.2,,0
