timestamp,crop_type,growth_stage,soil_moisture,air_humidity,temperature,irrigate
2026-07-18 01:00:00,chili,flowering,60.0,88.7,20.2,0
2026-07-18 02:00:00,chili,fruiting,58.5,91.8,23.1,0
2026-07-18 03:00:00,chili,flowering,54.8,98.0,21.1,0
2026-07-18 04:00:00,chili,fruiting,50.7,89.4,19.9,0
2026-07-18 05:00:00,chili,flowering,48.2,77.5,23.0,0
2026-07-18 06:00:00,chili,seedling,49.2,91.0,22.9,0
2026-07-18 07:00:00,chili,seedling,46.6,98.0,23.5,1
2026-07-18 08:00:00,chili,flowering,61.0,78.8,27.2,0
2026-07-18 09:00:00,chili,flowering,58.9,77.0,27.9,0
2026-07-18 10:00:00,chili,fruiting,58.5,85.9,28.3,0
2026-07-18 11:00:00,chili,vegetative,53.9,71.6,30.6,0
2026-07-18 12:00:00,chili,seedling,51.4,75.6,31.6,0
2026-07-18 13:00:00,chili,seedling,51.9,62.4,32.8,0
2026-07-18 14:00:00,chili,flowering,52.4,74.1,33.5,0
2026-07-18 15:00:00,chili,fruiting,49.2,60.9,33.1,1
2026-07-18 16:00:00,chili,vegetative,62.7,54.6,33.5,0
2026-07-18 17:00:00,chili,vegetative,61.7,66.4,32.4,0
2026-07-18 18:00:00,chili,seedling,59.7,73.5,30.8,0
2026-07-18 19:00:00,chili,seedling,60.6,68.0,30.3,0
2026-07-18 20:00:00,chili,fruiting,56.2,89.8,26.4,0
2026-07-18 21:00:00,chili,fruiting,54.9,83.5,25.9,0
2026-07-18 22:00:00,chili,flowering,53.3,82.4,24.2,0
2026-07-18 23:00:00,chili,flowering,54.7,93.8,24.6,0
2026-07-19 00:00:00,chili,seedling,52.1,87.5,23.2,0
2026-07-19 01:00:00,chili,vegetative,48.0,90.1,20.3,0
2026-07-19 02:00:00,chili,vegetative,49.9,98.0,20.7,0
2026-07-19 03:00:00,chili,vegetative,46.5,92.9,22.0,0
2026-07-19 04:00:00,chili,flowering,43.2,77.7,23.5,1
2026-07-19 05:00:00,chili,seedling,57.7,84.2,20.0,0
2026-07-19 06:00:00,chili,fruiting,58.6,89.7,21.6,0
2026-07-19 07:00:00,chili,vegetative,59.8,88.4,24.4,0
2026-07-19 08:00:00,chili,fruiting,57.1,98.0,23.7,1
2026-07-19 09:00:00,chili,flowering,68.2,93.8,25.8,0
2026-07-19 10:00:00,chili,fruiting,66.3,78.4,29.1,0
2026-07-19 11:00:00,chili,fruiting,67.6,61.2,29.4,0
2026-07-19 12:00:00,chili,fruiting,69.0,63.6,28.9,0
2026-07-19 13:00:00,chili,vegetative,70.0,51.0,34.0,0
2026-07-19 14:00:00,chili,seedling,68.7,65.3,32.6,0
2026-07-19 15:00:00,chili,fruiting,68.0,48.4,35.3,0
2026-07-19 16:00:00,chili,vegetative,67.7,51.4,33.0,0
2026-07-19 17:00:00,chili,fruiting,63.1,66.9,31.5,0
2026-07-19 18:00:00,chili,vegetative,62.3,73.0,31.0,1
2026-07-19 19:00:00,chili,seedling,76.0,82.9,29.1,0
2026-07-19 20:00:00,chili,flowering,71.6,62.9,28.1,0
2026-07-19 21:00:00,chili,fruiting,67.3,93.8,29.2,0
2026-07-19 22:00:00,chili,vegetative,64.8,88.6,24.7,0
2026-07-19 23:00:00,chili,seedling,59.8,82.3,24.0,0
2026-07-20 00:00:00,chili,seedling,58.7,96.6,23.2,0
2026-07-20 01:00:00,chili,flowering,60.3,91.2,21.8,0
2026-07-20 02:00:00,chili,vegetative,59.2,91.4,23.5,0
2026-07-20 03:00:00,chili,seedling,53.0,92.1,20.3,0
2026-07-20 04:00:00,chili,seedling,53.4,98.0,22.1,0
2026-07-20 05:00:00,chili,fruiting,55.4,82.8,22.1,0
2026-07-20 06:00:00,chili,flowering,51.9,79.6,23.4,0
2026-07-20 07:00:00,chili,fruiting,49.7,78.2,24.5,0
2026-07-20 08:00:00,chili,fruiting,47.3,63.9,27.6,0
2026-07-20 09:00:00,chili,flowering,47.0,83.1,28.2,1
2026-07-20 10:00:00,chili,seedling,54.1,66.3,26.7,0
2026-07-20 11:00:00,chili,flowering,51.6,68.5,31.2,1
2026-07-20 12:00:00,chili,flowering,63.1,74.2,31.1,0
2026-07-20 13:00:00,chili,seedling,63.2,71.3,32.2,0
2026-07-20 14:00:00,chili,vegetative,59.8,64.6,33.9,0
2026-07-20 15:00:00,chili,flowering,55.3,73.5,32.5,0
2026-07-20 16:00:00,chili,flowering,54.2,67.4,32.9,0
2026-07-20 17:00:00,chili,fruiting,53.0,62.8,31.5,0
2026-07-20 18:00:00,chili,seedling,50.3,56.2,30.4,1
2026-07-20 19:00:00,chili,fruiting,60.4,78.1,29.2,1
2026-07-20 20:00:00,chili,flowering,71.1,75.2,28.1,0
2026-07-20 21:00:00,chili,vegetative,69.7,81.8,28.5,0
2026-07-20 22:00:00,chili,flowering,69.6,75.9,26.6,0
2026-07-20 23:00:00,chili,vegetative,67.6,90.9,24.0,0
2026-07-21 00:00:00,chili,fruiting,66.8,81.2,25.3,0
2026-07-21 01:00:00,chili,fruiting,64.9,71.9,24.2,0
2026-07-21 02:00:00,chili,vegetative,65.8,76.2,22.5,0
2026-07-21 03:00:00,chili,fruiting,66.4,98.0,20.9,0
2026-07-21 04:00:00,chili,fruiting,68.6,87.7,21.4,0
2026-07-21 05:00:00,chili,seedling,67.1,98.0,20.7,0
2026-07-21 06:00:00,chili,flowering,69.3,94.6,21.9,0
2026-07-21 07:00:00,chili,fruiting,66.9,76.9,25.7,0
2026-07-21 08:00:00,chili,seedling,65.1,94.5,25.7,0
2026-07-21 09:00:00,chili,flowering,65.2,68.7,28.4,0
2026-07-21 10:00:00,chili,fruiting,68.7,70.6,29.9,0
2026-07-21 11:00:00,chili,fruiting,72.1,72.1,28.3,0
2026-07-21 12:00:00,chili,vegetative,69.5,71.5,31.8,0
2026-07-21 13:00:00,chili,vegetative,65.7,52.6,33.3,0
2026-07-21 14:00:00,chili,fruiting,61.4,64.3,34.1,0
2026-07-21 15:00:00,chili,seedling,57.1,53.2,33.7,0
2026-07-21 16:00:00,chili,fruiting,58.6,61.7,33.0,0
2026-07-21 17:00:00,chili,seedling,55.5,62.4,32.3,0
2026-07-21 18:00:00,chili,seedling,54.1,76.7,30.5,1
2026-07-21 19:00:00,chili,seedling,66.1,81.1,30.4,0
2026-07-21 20:00:00,chili,fruiting,64.9,69.2,31.0,0
2026-07-21 21:00:00,chili,flowering,63.5,87.7,26.5,0
2026-07-21 22:00:00,chili,fruiting,60.1,93.6,25.0,1
2026-07-21 23:00:00,chili,flowering,68.6,97.9,23.5,0
2026-07-22 00:00:00,chili,flowering,60.1,91.7,22.3,1
2026-07-22 01:00:00,chili,fruiting,75.0,98.0,19.7,0
2026-07-01 06:00:00,okra,seedling,42.1,90.0,24.4,1
2026-07-01 07:00:00,okra,vegetative,53.9,88.2,23.4,1
2026-07-01 08:00:00,okra,flowering,62.4,89.3,27.2,0
2026-07-01 09:00:00,okra,fruiting,63.0,87.8,25.0,0
2026-07-01 10:00:00,okra,fruiting,60.2,81.0,29.5,0
2026-07-01 11:00:00,okra,flowering,60.8,84.5,30.9,1
2026-07-01 12:00:00,okra,flowering,72.5,66.8,30.6,0
2026-07-01 13:00:00,okra,seedling,69.3,59.6,31.6,0
2026-07-01 14:00:00,okra,flowering,69.1,73.0,33.8,0
2026-07-01 15:00:00,okra,seedling,64.9,48.7,35.8,0
2026-07-01 16:00:00,okra,vegetative,63.8,55.7,33.1,1
2026-07-01 17:00:00,okra,seedling,77.8,67.3,32.7,0
2026-07-01 18:00:00,okra,flowering,72.6,67.3,31.1,0
2026-07-01 19:00:00,okra,fruiting,71.9,68.4,33.0,0
2026-07-01 20:00:00,okra,seedling,71.5,78.9,28.0,0
2026-07-01 21:00:00,okra,seedling,67.6,80.0,26.7,0
2026-07-01 22:00:00,okra,vegetative,66.9,86.3,25.6,0
2026-07-01 23:00:00,okra,fruiting,68.1,87.8,25.9,0
2026-07-02 00:00:00,okra,vegetative,68.5,93.5,24.9,0
2026-07-02 01:00:00,okra,vegetative,66.4,98.0,19.2,0
2026-07-02 02:00:00,okra,flowering,62.5,98.0,22.2,0
2026-07-02 03:00:00,okra,seedling,58.5,81.5,22.3,0
2026-07-02 04:00:00,okra,seedling,58.2,98.0,21.0,0
2026-07-02 05:00:00,okra,fruiting,55.6,98.0,23.2,0
2026-07-02 06:00:00,okra,seedling,54.5,94.1,22.2,1
2026-07-02 07:00:00,okra,flowering,60.1,87.7,22.3,1
2026-07-02 08:00:00,okra,fruiting,68.5,72.9,27.0,0
2026-07-02 09:00:00,okra,seedling,70.1,79.5,28.3,1
2026-07-02 10:00:00,okra,flowering,79.2,74.1,29.1,0
2026-07-02 11:00:00,okra,fruiting,73.6,92.2,27.6,0
2026-07-02 12:00:00,okra,fruiting,71.1,66.5,32.8,0
2026-07-02 13:00:00,okra,fruiting,69.8,59.3,31.5,0
2026-07-02 14:00:00,okra,fruiting,70.2,55.4,33.5,0
2026-07-02 15:00:00,okra,vegetative,68.2,61.0,32.9,0
2026-07-02 16:00:00,okra,flowering,69.0,69.8,31.5,0
2026-07-02 17:00:00,okra,flowering,66.9,67.3,31.2,0
2026-07-02 18:00:00,okra,flowering,63.2,80.5,31.8,1
2026-07-02 19:00:00,okra,vegetative,71.8,70.8,28.5,0
2026-07-02 20:00:00,okra,seedling,74.1,74.8,28.5,0
2026-07-02 21:00:00,okra,flowering,70.1,82.9,24.8,0
2026-07-02 22:00:00,okra,flowering,68.8,82.1,27.9,0
2026-07-02 23:00:00,okra,seedling,70.7,92.1,26.1,0
2026-07-03 00:00:00,okra,flowering,66.1,89.0,23.0,0
2026-07-03 01:00:00,okra,vegetative,68.3,98.0,22.3,0
2026-07-03 02:00:00,okra,seedling,65.2,90.0,23.6,0
2026-07-03 03:00:00,okra,seedling,59.3,98.0,20.5,0
2026-07-03 04:00:00,okra,fruiting,56.0,84.9,19.9,0
2026-07-03 05:00:00,okra,fruiting,49.7,85.0,24.7,1
2026-07-03 06:00:00,okra,seedling,57.2,88.4,22.1,0
2026-07-03 07:00:00,okra,flowering,55.0,88.4,23.3,0
2026-07-03 08:00:00,okra,vegetative,52.7,81.3,27.1,1
2026-07-03 09:00:00,okra,seedling,61.2,81.4,27.9,1
2026-07-03 10:00:00,okra,vegetative,71.9,78.9,29.0,0
2026-07-03 11:00:00,okra,seedling,72.1,63.6,30.2,0
2026-07-03 12:00:00,okra,seedling,71.0,70.8,32.2,0
2026-07-03 13:00:00,okra,seedling,69.1,67.1,31.7,0
2026-07-03 14:00:00,okra,fruiting,66.8,74.2,31.8,0
2026-07-03 15:00:00,okra,flowering,65.4,59.9,33.7,0
2026-07-03 16:00:00,okra,flowering,65.5,84.6,29.9,0
2026-07-03 17:00:00,okra,fruiting,63.6,56.0,33.9,0
2026-07-03 18:00:00,okra,fruiting,59.2,80.4,31.3,1
2026-07-03 19:00:00,okra,flowering,71.6,67.6,30.0,0
2026-07-03 20:00:00,okra,vegetative,70.7,82.0,29.4,0
2026-07-03 21:00:00,okra,fruiting,68.9,82.4,26.3,0
2026-07-03 22:00:00,okra,vegetative,72.3,78.5,25.3,0
2026-07-03 23:00:00,okra,vegetative,69.4,81.5,23.8,0
2026-07-04 00:00:00,okra,vegetative,67.1,85.9,22.5,0
2026-07-04 01:00:00,okra,flowering,66.8,94.7,21.8,0
2026-07-04 02:00:00,okra,vegetative,62.3,98.0,19.3,0
2026-07-04 03:00:00,okra,fruiting,59.3,95.6,20.0,1
2026-07-04 04:00:00,okra,flowering,67.3,91.9,20.5,0
2026-07-04 05:00:00,okra,seedling,64.8,96.1,22.4,0
2026-07-04 06:00:00,okra,fruiting,64.1,88.6,22.8,0
2026-07-04 07:00:00,okra,fruiting,62.7,76.7,23.7,0
2026-07-04 08:00:00,okra,flowering,61.5,80.4,27.5,0
2026-07-04 09:00:00,okra,flowering,62.6,59.7,27.6,0
2026-07-04 10:00:00,okra,flowering,60.9,70.1,29.4,0
2026-07-04 11:00:00,okra,flowering,56.8,67.1,30.9,0
2026-07-04 12:00:00,okra,flowering,55.3,63.2,32.8,1
2026-07-04 13:00:00,okra,seedling,68.0,68.2,33.1,0
2026-07-04 14:00:00,okra,seedling,64.4,72.1,31.2,0
2026-07-04 15:00:00,okra,seedling,63.8,71.1,31.6,0
2026-07-04 16:00:00,okra,vegetative,62.7,53.0,33.8,0
2026-07-04 17:00:00,okra,seedling,59.6,63.7,33.1,0
2026-07-04 18:00:00,okra,flowering,58.3,70.9,31.8,1
2026-07-04 19:00:00,okra,fruiting,65.6,74.0,28.4,0
2026-07-04 20:00:00,okra,fruiting,63.9,83.6,28.5,0
2026-07-04 21:00:00,okra,seedling,63.0,69.6,26.8,0
2026-07-04 22:00:00,okra,vegetative,61.5,89.0,25.7,0
2026-07-04 23:00:00,okra,fruiting,59.8,88.0,25.1,1
2026-07-05 00:00:00,okra,fruiting,71.3,86.4,23.9,0
2026-07-05 01:00:00,okra,flowering,68.8,83.8,22.3,0
2026-07-05 02:00:00,okra,seedling,65.9,98.0,20.4,0
2026-07-05 03:00:00,okra,seedling,64.8,97.2,22.0,0
2026-07-05 04:00:00,okra,flowering,63.3,98.0,20.3,0
2026-07-05 05:00:00,okra,seedling,60.0,93.6,21.6,0
2026-07-05 06:00:00,okra,seedling,56.6,81.5,22.3,0
2026-07-05 07:00:00,okra,fruiting,57.2,97.5,23.1,0
2026-07-05 08:00:00,okra,vegetative,55.2,86.0,24.7,1
2026-07-05 09:00:00,okra,seedling,62.1,86.9,26.5,0
2026-07-05 10:00:00,okra,fruiting,63.5,64.6,28.8,0
2026-07-05 11:00:00,okra,flowering,65.2,93.0,27.8,0
2026-07-05 12:00:00,okra,fruiting,63.7,73.6,32.1,1
2026-07-05 13:00:00,okra,vegetative,77.7,76.2,32.8,0
2026-07-05 14:00:00,okra,seedling,75.1,64.3,32.6,0
2026-07-05 15:00:00,okra,flowering,74.2,65.4,32.5,0
2026-07-05 16:00:00,okra,seedling,70.5,77.8,32.7,0
2026-07-05 17:00:00,okra,seedling,67.1,72.0,30.3,0
2026-07-05 18:00:00,okra,vegetative,64.9,61.6,31.6,0
2026-07-05 19:00:00,okra,flowering,65.8,72.9,30.4,0
2026-07-05 20:00:00,okra,flowering,62.2,78.1,28.0,1
2026-07-05 21:00:00,okra,vegetative,69.6,85.6,28.3,0
2026-07-05 22:00:00,okra,fruiting,71.3,82.2,26.0,0
2026-07-05 23:00:00,okra,flowering,70.6,84.4,23.5,0
2026-07-06 00:00:00,okra,vegetative,70.9,92.7,21.6,0
2026-07-06 01:00:00,okra,flowering,63.4,98.0,24.3,0
2026-07-06 02:00:00,okra,fruiting,63.5,98.0,21.8,0
2026-07-06 03:00:00,okra,vegetative,62.1,97.7,21.0,0
2026-07-06 04:00:00,okra,flowering,58.2,94.2,18.8,0
2026-07-06 05:00:00,okra,flowering,58.2,92.1,22.0,0
2026-07-06 06:00:00,okra,fruiting,59.5,98.0,20.5,0
2026-07-06 07:00:00,okra,flowering,59.8,98.0,23.8,0
2026-07-06 08:00:00,okra,vegetative,57.2,98.0,23.6,1
2026-07-06 09:00:00,okra,vegetative,65.9,76.9,26.7,0
2026-07-06 10:00:00,okra,flowering,63.1,69.6,30.2,0
2026-07-06 11:00:00,okra,flowering,60.1,69.6,30.0,0
2026-07-06 12:00:00,okra,vegetative,55.2,80.0,31.6,0
2026-07-06 13:00:00,okra,flowering,52.9,67.0,31.8,0
2026-07-06 14:00:00,okra,fruiting,49.3,76.3,31.7,1
2026-07-06 15:00:00,okra,vegetative,66.0,77.9,32.0,1
2026-07-06 16:00:00,okra,flowering,74.4,74.3,33.4,0
2026-07-06 17:00:00,okra,vegetative,75.6,68.0,31.5,0
2026-07-06 18:00:00,okra,vegetative,72.4,73.4,32.0,0
2026-07-06 19:00:00,okra,fruiting,69.1,73.6,28.9,0
2026-07-06 20:00:00,okra,fruiting,67.1,77.4,26.3,0
2026-07-06 21:00:00,okra,seedling,65.6,72.3,27.2,0
2026-07-06 22:00:00,okra,seedling,65.8,98.0,23.9,0
2026-07-06 23:00:00,okra,vegetative,66.0,91.5,23.9,0
2026-07-07 00:00:00,okra,flowering,63.6,98.0,19.0,0
2026-07-07 01:00:00,okra,flowering,60.5,97.7,22.6,0
2026-07-07 02:00:00,okra,vegetative,58.0,89.4,23.2,0
2026-07-07 03:00:00,okra,seedling,56.9,88.4,20.4,0
2026-07-07 04:00:00,okra,flowering,58.2,89.4,21.8,0
2026-07-07 05:00:00,okra,seedling,54.8,87.3,20.2,0
2026-07-07 06:00:00,okra,vegetative,51.4,92.5,22.1,1
2026-07-07 07:00:00,okra,flowering,66.1,88.3,24.0,0
2026-07-07 08:00:00,okra,fruiting,63.9,72.8,25.0,0
2026-07-07 09:00:00,okra,vegetative,62.5,71.7,26.9,1
2026-07-07 10:00:00,okra,flowering,71.9,72.1,26.6,0
2026-07-07 11:00:00,okra,flowering,69.5,67.5,29.8,0
2026-07-07 12:00:00,okra,seedling,65.7,65.4,31.6,0
2026-07-07 13:00:00,okra,flowering,64.9,61.9,32.1,0
2026-07-07 14:00:00,okra,seedling,64.4,76.7,32.5,0
2026-07-07 15:00:00,okra,flowering,63.2,61.7,33.8,0
2026-07-07 16:00:00,okra,flowering,64.1,72.1,33.4,1
2026-07-07 17:00:00,okra,flowering,71.4,59.3,33.8,0
2026-07-07 18:00:00,okra,flowering,67.9,61.7,29.6,0
2026-07-07 19:00:00,okra,flowering,67.0,54.3,30.4,0
2026-07-07 20:00:00,okra,fruiting,65.2,77.9,28.8,0
2026-07-07 21:00:00,okra,seedling,64.5,85.0,26.3,0
2026-07-07 22:00:00,okra,seedling,66.6,98.0,23.6,0
2026-07-07 23:00:00,okra,fruiting,65.7,93.4,23.8,0
2026-07-08 00:00:00,okra,flowering,63.0,98.0,23.3,0
2026-07-08 01:00:00,okra,fruiting,59.4,95.3,19.1,0
2026-07-08 02:00:00,okra,vegetative,58.8,85.9,22.8,0
2026-07-08 03:00:00,okra,seedling,59.7,93.2,20.6,0
2026-07-08 04:00:00,okra,flowering,57.3,83.8,22.1,0
2026-07-08 05:00:00,okra,flowering,51.6,86.2,24.8,0
2026-07-08 06:00:00,okra,flowering,49.1,86.6,24.3,1
2026-07-08 07:00:00,okra,fruiting,56.9,98.0,23.3,1
2026-07-08 08:00:00,okra,flowering,64.4,87.1,26.4,0
2026-07-08 09:00:00,okra,seedling,67.6,82.3,27.5,0
2026-07-08 10:00:00,okra,seedling,62.9,71.3,27.6,0
2026-07-08 11:00:00,okra,fruiting,57.0,64.9,30.3,0
2026-07-08 12:00:00,okra,flowering,57.9,69.6,30.5,0
2026-07-08 13:00:00,okra,fruiting,56.0,69.9,32.6,0
2026-07-08 14:00:00,okra,fruiting,56.0,66.7,33.6,1
2026-07-08 15:00:00,okra,fruiting,70.1,63.6,32.9,0
2026-07-08 16:00:00,okra,fruiting,65.3,66.9,32.0,0
2026-07-08 17:00:00,okra,vegetative,62.9,70.9,32.8,1
2026-07-08 18:00:00,okra,fruiting,67.6,71.4,30.6,1
2026-07-08 19:00:00,okra,vegetative,80.9,84.2,27.3,0
2026-07-08 20:00:00,okra,fruiting,78.9,78.9,27.7,0
2026-07-08 21:00:00,okra,flowering,76.1,70.2,27.7,0
2026-07-08 22:00:00,okra,flowering,75.3,89.0,23.7,0
2026-07-08 23:00:00,okra,flowering,70.9,93.9,23.8,0
2026-07-09 00:00:00,okra,seedling,69.6,84.5,22.7,0
2026-07-09 01:00:00,okra,fruiting,64.4,91.0,22.5,0
2026-07-09 02:00:00,okra,seedling,64.2,98.0,20.6,0
2026-07-09 03:00:00,okra,flowering,61.2,89.8,22.7,0
2026-07-09 04:00:00,okra,fruiting,59.8,98.0,19.4,0
2026-07-09 05:00:00,okra,vegetative,60.0,87.9,23.2,0
2026-07-09 06:00:00,okra,seedling,57.4,79.0,24.2,1
2026-07-09 07:00:00,okra,seedling,73.7,89.6,23.6,0
2026-07-09 08:00:00,okra,seedling,73.3,95.8,25.6,0
2026-07-09 09:00:00,okra,vegetative,71.0,67.0,26.7,0
2026-07-09 10:00:00,okra,vegetative,73.3,81.8,28.1,0
2026-07-09 11:00:00,okra,vegetative,73.1,68.8,31.2,0
2026-07-09 12:00:00,okra,seedling,72.3,62.0,31.8,0
2026-07-09 13:00:00,okra,vegetative,68.2,61.4,31.7,0
2026-07-09 14:00:00,okra,vegetative,65.5,77.0,31.8,0
2026-07-09 15:00:00,okra,fruiting,61.9,69.4,31.5,0
2026-07-09 16:00:00,okra,seedling,57.7,60.9,33.2,1
2026-07-09 17:00:00,okra,vegetative,68.8,74.0,32.5,0
2026-07-09 18:00:00,okra,seedling,68.7,54.1,31.8,1
2026-07-09 19:00:00,okra,vegetative,78.4,75.2,29.1,0
2026-07-09 20:00:00,okra,seedling,76.2,72.1,27.8,0
2026-07-09 21:00:00,okra,vegetative,76.3,92.7,25.4,0
2026-07-09 22:00:00,okra,vegetative,78.3,90.7,25.2,0
2026-07-09 23:00:00,okra,vegetative,74.7,96.0,20.6,0
2026-07-10 00:00:00,okra,vegetative,74.9,85.9,23.2,0
2026-07-10 01:00:00,okra,vegetative,69.5,98.0,20.8,0
2026-07-10 02:00:00,okra,flowering,68.2,84.5,21.6,0
2026-07-10 03:00:00,okra,vegetative,68.2,94.5,21.1,0
2026-07-10 04:00:00,okra,fruiting,66.0,98.0,18.8,0
2026-07-10 05:00:00,okra,flowering,62.8,98.0,19.6,0
2026-07-10 06:00:00,okra,flowering,60.6,79.2,22.9,0
2026-07-10 07:00:00,okra,vegetative,59.2,89.6,23.1,1
2026-07-10 08:00:00,okra,vegetative,73.2,84.2,25.3,0
2026-07-10 09:00:00,okra,seedling,72.0,81.1,27.2,0
2026-07-10 10:00:00,okra,fruiting,68.0,71.4,29.2,0
2026-07-10 11:00:00,okra,fruiting,66.7,72.3,32.2,0
2026-07-10 12:00:00,okra,seedling,65.0,69.6,31.5,0
2026-07-10 13:00:00,okra,vegetative,62.0,65.2,32.0,1
2026-07-10 14:00:00,okra,seedling,73.3,76.4,32.3,0
2026-07-10 15:00:00,okra,flowering,71.7,64.5,33.6,0
2026-07-10 16:00:00,okra,fruiting,67.2,61.1,32.4,0
2026-07-10 17:00:00,okra,fruiting,65.6,58.9,33.6,0
2026-07-10 18:00:00,okra,seedling,66.3,67.9,32.3,0
2026-07-10 19:00:00,okra,vegetative,68.5,82.4,30.0,0
2026-07-10 20:00:00,okra,fruiting,70.0,72.9,28.7,0
2026-07-10 21:00:00,okra,fruiting,61.8,87.0,26.5,0
2026-07-10 22:00:00,okra,flowering,62.6,75.0,27.0,0
2026-07-10 23:00:00,okra,seedling,65.5,89.3,24.0,0
2026-07-11 00:00:00,okra,seedling,65.7,88.4,21.8,1
2026-07-11 01:00:00,okra,seedling,76.2,98.0,18.8,0
2026-07-11 02:00:00,okra,fruiting,77.3,84.8,19.3,0
2026-07-11 03:00:00,okra,seedling,77.0,98.0,20.8,0
2026-07-11 04:00:00,okra,fruiting,75.2,87.3,21.7,0
2026-07-11 05:00:00,okra,vegetative,72.5,98.0,21.4,0
2026-07-11 06:00:00,okra,seedling,68.9,88.2,22.0,0
2026-07-11 07:00:00,okra,vegetative,70.7,78.8,23.5,0
2026-07-11 08:00:00,okra,seedling,70.6,77.8,25.6,1
2026-07-11 09:00:00,okra,fruiting,77.8,81.8,27.9,0
2026-07-11 10:00:00,okra,vegetative,74.2,84.8,26.8,0
2026-07-11 11:00:00,okra,seedling,75.2,63.4,28.2,0
2026-07-11 12:00:00,okra,flowering,73.4,67.7,33.1,0
2026-07-11 13:00:00,okra,fruiting,74.0,74.7,31.0,0
2026-07-11 14:00:00,okra,flowering,73.5,80.8,33.2,0
2026-07-11 15:00:00,okra,vegetative,71.4,70.8,32.3,0
2026-07-11 16:00:00,okra,flowering,69.9,62.3,33.2,0
2026-07-11 17:00:00,okra,vegetative,69.0,62.3,33.3,0
2026-07-11 18:00:00,okra,fruiting,67.3,76.7,33.4,0
2026-07-11 19:00:00,okra,vegetative,64.1,61.9,32.8,1
2026-07-11 20:00:00,okra,vegetative,76.7,61.5,26.7,0
2026-07-11 21:00:00,okra,seedling,77.7,85.7,27.8,0
2026-07-11 22:00:00,okra,seedling,75.0,80.6,25.3,0
2026-07-11 23:00:00,okra,fruiting,70.7,76.2,24.8,0
2026-07-12 00:00:00,okra,vegetative,67.8,81.9,21.7,0
2026-07-12 01:00:00,okra,vegetative,67.7,86.5,23.3,0
2026-07-12 02:00:00,okra,fruiting,61.8,83.4,24.7,0
2026-07-12 03:00:00,okra,flowering,62.6,95.7,21.4,0
2026-07-12 04:00:00,okra,fruiting,62.7,98.0,21.2,0
2026-07-12 05:00:00,okra,fruiting,61.3,91.8,22.6,0
2026-07-12 06:00:00,okra,flowering,60.6,84.7,25.4,0
2026-07-12 07:00:00,okra,flowering,58.5,94.2,22.1,0
2026-07-12 08:00:00,okra,seedling,59.4,88.1,24.2,1
2026-07-12 09:00:00,okra,fruiting,67.7,80.2,27.5,0
2026-07-12 10:00:00,okra,fruiting,62.8,86.4,28.2,0
2026-07-12 11:00:00,okra,flowering,57.2,86.0,29.1,0
2026-07-12 12:00:00,okra,vegetative,53.3,69.2,31.4,0
2026-07-12 13:00:00,okra,flowering,49.5,69.2,33.6,1
2026-07-12 14:00:00,okra,flowering,58.6,62.2,32.5,0
2026-07-12 15:00:00,okra,fruiting,54.7,72.0,32.4,0
2026-07-12 16:00:00,okra,vegetative,51.7,61.4,30.9,1
2026-07-12 17:00:00,okra,vegetative,64.3,64.4,33.0,1
2026-07-12 18:00:00,okra,vegetative,72.1,60.7,32.5,0
2026-07-12 19:00:00,okra,seedling,66.4,81.7,30.4,0
2026-07-12 20:00:00,okra,vegetative,64.5,80.5,28.2,0
2026-07-12 21:00:00,okra,vegetative,60.8,79.6,28.3,0
2026-07-12 22:00:00,okra,flowering,59.7,84.4,26.1,0
2026-07-12 23:00:00,okra,seedling,60.5,79.0,25.0,0
2026-07-13 00:00:00,okra,fruiting,60.9,92.0,23.2,0
2026-07-13 01:00:00,okra,flowering,61.3,84.0,22.2,0
2026-07-13 02:00:00,okra,fruiting,59.5,98.0,19.0,0
2026-07-13 03:00:00,okra,seedling,61.2,98.0,18.1,0
2026-07-13 04:00:00,okra,flowering,59.8,80.7,22.0,0
2026-07-13 05:00:00,okra,fruiting,58.4,98.0,19.7,0
2026-07-13 06:00:00,okra,fruiting,57.9,87.9,23.0,0
2026-07-13 07:00:00,okra,seedling,56.9,90.9,22.6,1
2026-07-13 08:00:00,okra,vegetative,66.0,76.9,25.8,0
2026-07-13 09:00:00,okra,flowering,65.0,87.5,25.8,0
2026-07-13 10:00:00,okra,seedling,64.2,75.9,29.6,0
2026-07-13 11:00:00,okra,seedling,63.2,67.1,31.6,0
2026-07-13 12:00:00,okra,vegetative,63.7,64.6,31.6,0
2026-07-13 13:00:00,okra,fruiting,64.2,62.3,32.0,0
2026-07-13 14:00:00,okra,seedling,66.8,74.6,31.2,0
2026-07-13 15:00:00,okra,seedling,65.0,69.3,32.9,0
2026-07-13 16:00:00,okra,seedling,63.3,67.2,32.2,0
2026-07-13 17:00:00,okra,flowering,62.9,58.8,31.8,1
2026-07-13 18:00:00,okra,seedling,71.5,63.4,33.7,0
2026-07-13 19:00:00,okra,vegetative,71.3,68.3,31.7,0
2026-07-13 20:00:00,okra,flowering,68.6,66.1,30.6,0
2026-07-13 21:00:00,okra,vegetative,69.4,89.2,25.0,0
2026-07-13 22:00:00,okra,fruiting,68.5,93.8,24.9,0
2026-07-13 23:00:00,okra,flowering,69.7,98.0,23.4,0
2026-07-14 00:00:00,okra,fruiting,69.4,80.7,24.1,0
